candidate_id,action_type,task_id,activity_id,activity_name,wbs_path,category,current_remaining_days,proposed_remaining_days,nominal_reduction_days,individual_shadow_gain_days,confidence,risk,priority_score,strategy,validation,resource_names,relationship,notes
UML-0086,DURATION_COMPRESSION,238356,CON-B01-3RD-1030,"Pouring for Walls, Col. & Cores (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,46.763,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0113,DURATION_COMPRESSION,238332,CON-B01-8TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (8th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 8th   Floor,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,46.526,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0014,DURATION_COMPRESSION,238365,CON-B01-4TH-1030,"Pouring for Walls, Col. & Cores (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,46.303,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0107,DURATION_COMPRESSION,238777,HO-1000,Demobilization,ROYA-BIG PROJECT PHASE01 (B1-4) > Handover > Handover Works,learned_cluster_0,2.0,1.6,0.4,0.4,high,medium,46.066,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 0; no project-specific activity dictionary used.
UML-0077,DURATION_COMPRESSION,238374,CON-B01-5TH-1030,"Pouring for Walls, Col. & Cores (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,45.842,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0017,DURATION_COMPRESSION,238311,CON-B01-6TH-1030,"Pouring for Walls, Col. & Cores (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,45.382,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0140,FAST_TRACK_OVERLAP,238030,CON-B01-BAS01-1030,"Pouring for Walls, Col. & Cores (B01) (Bas 01)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 1,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-BAS01-1020 -> CON-B01-BAS01-1030 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0144,FAST_TRACK_OVERLAP,238314,CON-B01-6TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-6TH-1050 -> CON-B01-6TH-1060 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0145,FAST_TRACK_OVERLAP,238315,CON-B01-6TH-1070,"Curing for Slabs, Beams & Stairs (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,3.0,3.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-6TH-1060 -> CON-B01-6TH-1070 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0148,FAST_TRACK_OVERLAP,238311,CON-B01-6TH-1030,"Pouring for Walls, Col. & Cores (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-6TH-1020 -> CON-B01-6TH-1030 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0149,FAST_TRACK_OVERLAP,238323,CON-B01-7TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (7th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 7th   Floor,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-7TH-1050 -> CON-B01-7TH-1060 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0150,FAST_TRACK_OVERLAP,238324,CON-B01-7TH-1070,"Curing for Slabs, Beams & Stairs (B01) (7th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 7th   Floor,learned_cluster_1,3.0,3.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-7TH-1060 -> CON-B01-7TH-1070 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0152,FAST_TRACK_OVERLAP,238332,CON-B01-8TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (8th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 8th   Floor,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-8TH-1050 -> CON-B01-8TH-1060 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0153,FAST_TRACK_OVERLAP,238333,CON-B01-8TH-1070,"Curing for Slabs, Beams & Stairs (B01) (8th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 8th   Floor,learned_cluster_1,3.0,3.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-8TH-1060 -> CON-B01-8TH-1070 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0160,FAST_TRACK_OVERLAP,238347,CON-B01-2ND-1030,"Pouring for Walls, Col. & Cores (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-2ND-1020 -> CON-B01-2ND-1030 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0165,FAST_TRACK_OVERLAP,238356,CON-B01-3RD-1030,"Pouring for Walls, Col. & Cores (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-3RD-1020 -> CON-B01-3RD-1030 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0170,FAST_TRACK_OVERLAP,238365,CON-B01-4TH-1030,"Pouring for Walls, Col. & Cores (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-4TH-1020 -> CON-B01-4TH-1030 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0174,FAST_TRACK_OVERLAP,238377,CON-B01-5TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-5TH-1050 -> CON-B01-5TH-1060 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0175,FAST_TRACK_OVERLAP,238374,CON-B01-5TH-1030,"Pouring for Walls, Col. & Cores (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-5TH-1020 -> CON-B01-5TH-1030 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0178,FAST_TRACK_OVERLAP,237964,CON-B01-BAS02-1130,Pouring for Slabs & Beams (B01) (Bas 02),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 2,learned_cluster_1,2.0,2.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-BAS02-1070 -> CON-B01-BAS02-1130 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0179,FAST_TRACK_OVERLAP,238031,CON-B01-BAS01-1040,Shuttering for Slabs & Beams (B01) (Bas 01),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 1,learned_cluster_1,8.0,8.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-BAS01-1030 -> CON-B01-BAS01-1040 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0181,FAST_TRACK_OVERLAP,238348,CON-B01-2ND-1040,"Shuttering for Slabs, Beams & Stairs (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,8.0,8.0,0.36,0.36,low,high,25.2,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-2ND-1030 -> CON-B01-2ND-1040 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
